shading_percent,temperature_c,soil_moisture,yield_kg
47.1,23.4,62.7,12.19
59.1,26.2,66.6,7.88
60.0,24.2,53.0,15.1
47.3,24.2,54.8,14.47
40.5,21.9,61.2,14.15
53.8,25.9,62.3,10.0
45.6,22.7,49.0,16.07
73.5,24.4,65.6,7.31
27.8,23.7,58.4,16.99
51.6,23.7,67.0,7.83
59.7,25.9,72.4,8.1
33.5,24.9,63.0,10.2
34.0,23.7,60.5,13.22
41.1,25.1,65.6,8.92
34.6,23.8,60.9,17.61
70.9,24.3,63.8,12.68
35.0,26.0,67.7,10.38
69.2,23.8,65.2,8.48
47.9,25.9,61.2,11.8
15.1,21.6,63.0,12.52
66.2,22.6,63.4,11.29
43.0,22.7,68.8,9.0
49.9,27.6,59.8,14.6
37.3,24.2,62.7,15.01
17.3,23.8,63.0,9.28
51.7,22.1,51.5,12.81
58.5,25.6,71.7,8.05
72.2,25.7,58.7,13.68
6.5,26.0,59.1,19.14
47.7,27.9,80.0,9.08
56.7,22.0,51.5,11.32
31.0,21.4,58.7,14.05
26.0,25.7,64.1,11.42
58.9,23.5,61.6,10.87
34.9,25.3,64.1,11.77
47.7,24.1,63.4,9.8
40.2,23.7,76.0,8.63
48.3,24.4,63.0,8.71
20.7,23.9,51.2,16.03
76.9,25.0,54.4,10.1
32.0,20.7,60.2,8.46
39.3,24.6,61.2,7.83
58.8,23.0,57.3,13.01
57.8,23.6,67.0,7.9
53.2,25.6,64.8,12.16
40.1,24.6,67.7,14.3
25.7,23.0,67.0,10.03
42.7,24.4,60.2,12.73
36.8,22.5,64.5,6.93
42.6,22.1,59.8,13.79
35.3,25.8,67.7,9.09
54.1,25.3,66.3,8.39
61.4,24.7,60.5,11.43
23.8,23.5,57.3,17.4
50.3,23.7,58.4,12.41
39.1,25.6,68.4,6.91
33.4,27.4,57.6,15.86
38.1,23.1,65.2,11.73
40.6,22.5,60.9,16.78
56.2,22.1,59.1,12.82
56.9,25.8,76.4,7.9
57.2,26.8,68.1,10.1
22.8,20.8,65.2,14.92
48.0,23.7,68.4,8.6
44.3,23.9,71.3,5.75
31.5,23.5,61.2,10.02
33.0,23.6,49.7,13.63
49.2,27.2,72.8,6.73
59.0,24.5,64.1,9.98
43.5,25.7,75.3,3.37
64.6,23.2,56.6,14.04
35.8,22.1,50.4,11.81
47.0,26.0,59.8,12.01
55.1,26.3,78.2,10.2
36.9,24.6,72.0,12.21
46.1,29.0,74.6,8.35
43.6,20.8,58.0,12.55
54.4,22.5,62.3,10.28
50.3,25.7,56.9,10.62
53.1,21.9,60.2,9.33
25.9,23.0,57.3,14.75
73.3,26.7,67.0,7.03
45.6,24.6,67.4,12.55
61.3,25.1,60.2,11.61
42.3,25.6,75.3,6.95
44.6,23.8,67.4,9.32
34.4,24.5,59.1,14.14
51.9,22.1,60.2,11.14
61.7,25.2,74.9,6.04
77.5,25.2,58.0,11.34
39.0,24.9,62.7,7.99
44.4,22.6,65.6,8.74
56.4,22.4,64.1,9.96
56.3,29.0,60.2,7.23
67.3,21.3,61.6,10.31
28.8,23.1,67.0,10.98
53.7,23.9,56.6,12.66
48.5,25.3,59.1,16.28
57.5,22.2,49.4,12.69
60.5,24.9,62.0,10.09
64.5,27.1,71.7,11.53
36.3,24.1,65.6,9.3
38.4,21.7,65.6,7.27
58.3,25.1,71.3,8.9
45.2,23.4,67.4,6.47
37.3,24.6,58.4,14.01
65.2,19.7,52.6,13.35
62.3,26.5,59.1,10.63
59.8,24.6,71.0,7.33
51.3,26.9,55.5,16.82
32.2,19.2,45.8,12.27
33.0,22.9,57.3,14.55
52.8,27.0,69.9,4.7
47.8,26.0,68.4,7.81
59.7,23.7,62.0,13.99
30.2,26.6,67.7,7.34
56.8,24.6,76.0,7.77
37.1,24.6,56.9,16.35
69.9,29.0,70.2,4.83
40.2,23.3,54.8,15.62
31.8,22.8,63.8,13.87
38.6,24.6,52.6,19.12
29.5,22.5,70.2,12.18
64.8,25.2,71.0,11.45
54.0,22.9,74.2,7.07
47.3,24.6,58.4,14.78
45.0,23.5,64.8,10.1
66.0,25.1,56.9,12.65
30.4,22.6,60.5,8.68
78.6,24.8,69.9,11.75
44.0,25.7,64.5,10.92
62.9,24.0,67.4,11.93
41.9,22.5,68.4,11.24
34.1,25.9,65.9,14.65
47.7,22.7,67.0,9.52
33.3,28.6,57.3,14.56
57.9,23.6,52.2,11.6
59.3,24.8,59.1,12.19
45.9,25.1,46.8,9.58
40.7,20.5,57.3,14.21
28.3,21.6,53.3,13.36
17.2,22.0,56.6,14.57
42.9,22.0,58.7,14.19
30.3,24.0,63.4,16.0
30.3,24.2,69.5,12.33
73.6,21.3,60.5,11.73
33.2,22.3,70.2,9.92
66.9,26.2,67.4,6.99
45.4,25.8,52.2,11.3
67.5,24.3,53.7,13.76
15.5,22.6,53.7,16.41
53.1,25.3,65.2,11.09
51.3,27.5,60.5,12.31
46.6,22.8,60.5,14.11
37.1,23.1,63.0,8.56
54.0,23.2,51.2,11.74
38.0,24.7,57.6,13.05
62.3,24.6,63.0,9.56
34.3,26.3,69.9,8.79
54.5,22.5,62.0,11.49
39.9,24.4,73.5,10.5
28.8,26.6,74.9,13.78
23.1,26.9,77.8,9.48
40.5,29.9,68.1,7.81
50.8,27.2,68.4,11.04
40.6,21.1,60.5,12.25
51.6,22.1,56.9,10.82
33.7,24.0,60.2,14.06
54.4,21.2,65.2,8.99
34.9,22.9,67.4,8.42
38.3,24.6,59.1,10.08
58.3,25.4,58.0,13.17
33.5,20.8,54.4,14.47
65.2,23.1,60.2,15.48
61.7,24.2,51.9,12.51
23.1,23.7,58.4,10.71
27.3,22.6,57.3,16.02
67.2,26.1,76.0,7.72
67.4,23.1,63.4,9.39
43.6,24.9,64.8,10.06
51.8,24.1,67.4,9.37
42.6,21.4,62.0,7.53
46.7,22.3,66.3,8.09
28.7,27.5,65.9,11.68
50.4,26.9,71.0,7.18
55.2,23.4,59.8,12.03
17.2,24.5,65.6,10.4
48.1,27.7,69.9,6.79
45.6,23.1,68.8,8.27
64.7,23.7,68.8,9.75
36.7,22.9,72.0,8.44
64.5,21.6,58.0,10.1
45.3,22.1,55.5,12.64
75.9,21.8,55.1,12.82
35.8,24.4,68.1,8.95
36.2,26.1,64.8,10.78
31.4,21.8,59.1,12.72
21.8,24.2,68.4,7.63
62.3,23.9,65.9,9.49
64.4,25.2,54.8,12.72
34.6,24.2,66.6,10.26
32.4,25.4,65.6,9.91
55.7,25.4,51.5,15.79
30.3,24.3,52.2,15.67
52.7,24.0,68.1,10.92
33.5,23.4,63.8,13.16
29.7,23.3,63.4,10.19
35.0,23.3,62.0,13.06
53.4,23.4,64.8,13.41
69.6,21.9,58.0,11.17
43.2,20.6,55.5,16.16
69.6,21.6,63.8,9.2
42.1,23.6,64.5,10.33
39.3,23.3,59.8,12.29
33.2,22.8,66.6,5.98
33.3,21.1,58.0,10.72
47.2,27.5,67.4,4.01
51.2,26.6,58.0,13.69
59.1,28.9,56.6,15.61
43.2,23.7,58.7,12.85
39.3,26.3,61.6,13.55
52.1,25.5,54.8,16.52
42.3,22.2,68.4,11.18
47.9,24.6,59.4,9.18
38.2,27.6,76.7,11.21
30.2,23.5,64.5,11.94
47.2,23.1,57.6,15.28
59.8,22.7,65.9,7.76
49.6,19.0,60.5,9.9
61.2,24.8,56.2,9.85
53.8,23.9,66.3,6.06
27.0,24.2,68.4,10.59
24.5,26.6,70.2,11.52
50.9,24.2,67.7,6.07
41.5,22.8,66.3,9.53
51.4,23.5,63.8,10.63
47.3,26.5,64.8,12.3
77.1,26.2,60.5,13.21
33.3,23.6,68.4,10.95
61.9,24.4,56.6,9.48
34.4,20.8,51.5,14.94
31.1,22.4,67.4,11.92
27.0,22.7,69.9,7.5
16.2,25.1,68.4,7.46
42.6,23.7,64.5,11.59
44.9,24.7,70.6,5.69
57.4,25.4,49.7,14.54
73.0,24.4,65.2,8.56
25.1,21.4,57.3,14.29
21.0,26.0,56.6,13.89
64.7,23.3,63.4,9.52
72.4,24.4,61.6,11.81
65.2,21.5,57.6,11.75
52.4,21.5,70.2,10.37
76.6,22.6,58.7,13.57
51.0,26.5,55.5,12.7
65.4,24.0,61.6,11.17
53.9,23.3,57.3,12.97
30.6,21.9,67.7,8.92
47.6,24.3,70.2,7.56
47.7,23.9,66.6,11.84
47.9,23.9,49.4,11.68
45.2,26.8,54.4,12.88
72.3,25.4,74.2,8.03
42.2,26.6,62.7,11.85
45.6,24.1,72.4,9.99
56.1,22.2,65.9,7.61
39.7,24.7,54.8,11.5
42.2,27.3,56.2,10.97
17.0,25.3,56.2,16.53
68.4,21.6,58.7,9.85
44.2,19.6,52.2,12.73
63.5,28.5,78.2,6.48
63.2,25.8,63.8,10.0
45.2,20.7,65.6,11.84
70.0,26.3,65.2,4.72
44.1,25.9,59.8,10.58
46.0,26.2,68.8,11.36
42.6,24.9,66.6,13.82
57.7,25.3,54.4,17.18
67.0,24.3,55.8,13.96
52.3,23.0,63.0,10.73
14.7,26.1,70.2,8.34
58.4,22.6,65.9,11.03
34.3,25.9,73.8,12.24
59.6,25.0,55.8,14.52
60.5,22.2,55.8,12.75
60.5,26.3,72.0,10.14
30.4,24.1,70.2,12.37
34.4,25.2,64.1,10.77
56.2,28.1,65.9,6.5
67.6,23.3,64.5,12.75
33.6,24.8,59.1,12.35
32.6,22.5,69.2,9.35
26.9,21.2,60.2,11.24
63.8,22.4,68.1,3.73
36.8,24.8,68.1,10.48
39.0,28.8,68.1,10.4
48.4,24.6,69.9,8.95
58.4,22.8,56.6,16.36
45.0,25.3,76.0,9.93
51.0,23.2,56.6,18.13
36.7,22.0,59.4,19.56
33.6,23.2,51.5,13.43
43.4,21.2,63.0,13.4
43.9,24.8,53.0,18.94
62.3,22.9,55.8,9.79
31.8,20.4,64.5,13.33
34.2,24.8,56.6,14.6
73.6,22.1,50.1,10.85
48.4,20.1,50.8,7.4
64.9,24.4,58.4,11.96
68.0,21.0,49.0,9.06
54.4,27.1,60.9,10.0
25.6,24.2,73.8,5.68
66.8,24.0,61.6,9.61
46.4,27.8,57.6,12.7
40.2,25.1,63.4,12.8
47.8,23.5,51.2,12.3
47.3,21.7,52.2,11.21
27.2,22.9,56.9,15.19
69.5,22.1,61.6,9.09
48.1,24.7,60.9,12.23
36.9,25.6,74.6,8.17
42.6,25.9,66.6,10.75
38.5,26.9,71.0,11.67
35.2,26.6,62.0,14.46
39.7,24.5,67.7,14.0
30.3,22.6,52.2,13.07
29.2,22.4,54.4,16.09
43.4,22.7,58.4,16.53
31.3,20.6,55.1,14.58
60.8,22.7,64.5,8.95
50.8,24.0,57.6,13.82
51.7,19.0,57.3,12.28
25.1,24.2,67.4,9.37
40.3,25.3,72.8,10.53
16.8,25.4,72.0,8.77
41.6,27.4,66.3,11.22
62.8,21.6,58.4,15.14
46.1,25.5,70.2,8.43
37.7,22.7,56.2,15.4
52.9,19.3,59.4,10.76
52.4,25.3,54.8,16.47
27.0,25.0,69.5,10.46
17.3,25.0,72.0,7.27
68.3,26.2,60.2,10.58
57.7,24.8,69.9,8.74
39.1,27.8,58.7,11.86
66.0,25.3,69.5,8.85
56.4,22.2,52.2,11.12
47.0,22.5,66.6,13.38
45.4,26.5,73.5,6.61
31.3,22.5,61.6,10.3
59.8,24.2,73.8,6.11
57.8,25.0,67.7,6.63
36.3,26.5,66.3,12.96
44.8,23.9,67.4,10.86
47.8,23.9,64.8,11.1
31.3,20.3,63.8,8.28
58.0,24.0,49.7,14.21
63.9,24.8,55.8,12.71
40.0,22.1,51.5,8.43
43.0,22.9,64.5,13.28
46.6,21.7,52.6,14.87
24.3,21.1,62.0,15.33
55.8,26.4,60.2,12.76
54.4,24.0,48.6,9.75
27.2,23.7,69.5,11.84
32.5,24.4,49.0,7.55
64.2,25.6,62.3,7.49
26.5,25.7,57.3,11.46
40.5,25.3,58.4,16.67
58.6,24.5,65.6,12.37
19.9,24.4,65.2,13.78
11.6,22.3,65.9,12.76
69.2,25.2,55.8,11.28
56.4,20.2,55.1,14.39
61.2,28.0,74.6,7.11
46.9,25.7,64.1,7.89
23.1,23.4,60.5,14.08
38.5,25.6,52.2,13.33
30.9,21.1,56.2,19.5
27.3,21.8,58.7,12.14
31.8,28.4,63.8,12.11
54.8,23.5,65.9,9.01
62.5,21.5,58.7,15.37
32.0,25.6,64.8,11.3
37.0,23.8,58.0,13.84
70.1,21.6,68.4,8.78
66.1,24.9,56.9,9.42
23.9,23.5,63.4,16.06
52.8,22.4,48.3,7.52
58.7,26.3,59.4,14.35
54.0,24.2,61.6,11.7
52.9,25.4,56.2,13.5
64.6,22.2,67.0,12.08
72.9,22.1,66.6,10.61
20.4,23.0,67.4,11.79
31.1,20.7,55.8,16.13
45.3,24.2,62.7,13.34
70.3,22.2,65.6,8.49
52.6,26.6,69.9,10.87
40.5,22.8,58.4,13.43
73.8,26.5,67.4,6.46
38.1,24.2,68.4,11.03
46.0,24.5,55.8,13.41
43.0,24.7,62.3,13.18
44.1,27.9,76.7,5.82
50.7,22.9,77.8,9.69
19.6,20.7,59.4,11.44
63.4,22.7,66.3,6.53
50.0,21.8,64.5,8.37
78.9,26.4,73.8,8.52
55.2,26.7,56.2,13.19
44.2,21.8,51.5,15.94
32.7,25.4,67.4,11.35
36.1,23.5,69.9,9.65
39.3,24.1,68.1,11.43
61.6,20.9,63.8,8.66
68.1,21.8,56.9,11.49
46.2,24.4,71.7,8.65
29.0,24.5,65.6,12.88
43.7,25.3,53.7,12.31
78.2,26.6,80.0,7.59
59.0,25.4,53.3,12.56
58.0,24.8,80.0,5.42
52.0,22.4,65.9,8.04
32.4,25.2,62.0,14.0
39.3,20.9,58.7,13.43
21.5,29.7,73.8,9.22
36.7,26.1,56.9,14.23
67.6,26.1,58.4,10.76
59.6,22.1,57.3,11.31
61.4,23.5,60.5,9.72
66.3,22.5,65.6,11.89
61.8,22.8,59.8,9.28
35.7,23.3,58.7,12.49
57.1,25.4,55.5,12.65
51.5,19.6,59.1,11.19
66.0,26.8,58.0,7.62
60.3,24.8,54.0,12.19
68.1,22.6,64.1,12.43
29.3,24.4,59.4,11.58
63.1,19.1,67.7,8.36
31.1,21.9,61.2,15.73
42.9,20.9,61.6,13.67
48.7,23.9,59.4,13.41
33.2,24.6,58.7,17.78
44.1,22.4,58.0,9.74
28.9,22.9,63.8,15.03
73.1,27.3,73.5,6.68
26.2,21.5,60.5,11.13
56.7,22.9,57.3,13.13
67.8,25.3,68.4,8.13
52.6,23.0,64.1,7.2
51.8,24.7,68.4,8.56
16.4,26.8,53.7,19.37
51.8,28.0,70.6,4.0
49.9,26.3,65.6,9.54
60.1,21.8,59.4,11.61
64.3,22.5,58.7,9.77
42.2,21.0,56.9,12.21
65.9,20.9,63.8,6.82
13.8,23.3,62.0,14.43
54.2,25.1,49.4,8.78
51.4,22.8,68.4,5.95
57.8,23.5,65.9,9.7
79.5,24.0,69.9,10.5
38.2,23.1,66.6,10.11
46.5,22.5,65.6,11.23
69.2,25.0,70.2,3.89
76.9,25.0,54.4,10.1
44.2,23.6,67.7,12.93
68.5,20.5,54.4,12.0
45.5,27.1,72.4,9.16
53.5,20.0,56.6,12.85
63.6,25.0,67.7,6.74
31.1,21.8,52.2,15.75
42.6,23.3,55.1,15.59
37.0,23.4,64.1,12.41
46.4,25.1,68.4,7.35
43.2,24.8,70.6,10.76
20.9,26.2,68.1,7.33
57.8,24.9,63.0,9.27
50.0,21.8,66.3,10.15
51.8,26.5,65.2,12.32
37.0,20.9,53.0,14.53
41.8,25.9,75.6,14.16
38.2,26.1,65.2,8.45
45.1,23.5,62.0,14.46
46.1,22.5,62.7,10.78
40.0,23.8,59.8,16.62
46.2,23.8,61.2,13.29
21.5,23.0,56.2,13.96
70.7,26.7,63.4,5.74
29.4,25.1,63.8,8.13
46.2,22.6,56.9,16.02
53.2,17.9,55.5,11.39
68.0,21.9,61.2,14.37
51.7,21.6,54.8,15.39
29.1,24.7,67.4,12.25
35.0,19.6,57.6,12.04
81.3,24.9,56.2,13.67
46.8,24.9,58.0,13.48
29.7,23.8,64.8,12.33
49.0,25.0,54.0,16.12
41.5,23.0,64.5,9.99
51.9,21.1,53.7,13.38
51.0,27.3,55.8,13.01
30.7,26.0,69.9,12.53
32.2,26.8,77.8,7.8
52.2,20.4,55.1,15.6
71.5,23.4,56.9,13.6
77.2,26.4,56.2,7.08
57.2,26.4,67.0,7.68
67.1,25.8,69.9,7.57
70.1,26.1,55.8,13.38
53.1,24.7,60.5,11.66
67.3,22.9,60.2,11.09
69.3,24.1,59.8,7.24
47.6,22.4,58.4,14.68
48.4,22.6,72.8,4.94
39.7,25.1,61.6,12.03
36.4,22.1,60.9,10.0
46.2,22.9,53.7,17.1
44.1,26.4,52.2,15.18
56.7,21.6,60.5,10.57
40.5,24.5,63.8,12.74
52.4,23.0,64.5,9.77
30.0,23.4,50.8,16.14
49.6,23.5,67.0,13.09
58.0,24.2,60.9,13.29
10.8,23.7,66.3,12.51
32.0,25.9,64.1,10.9
47.5,27.1,62.0,12.46
46.8,23.7,73.5,10.61
56.5,25.4,53.7,15.98
28.4,24.8,65.6,10.49
63.5,20.3,63.4,9.39
43.0,25.8,58.7,15.57
58.9,25.0,62.0,11.02
29.4,25.1,59.8,13.17
42.9,27.5,69.9,7.75
39.1,21.9,61.6,13.08
16.5,25.4,75.6,12.8
47.1,25.6,61.6,13.26
65.1,23.6,71.7,7.74
17.4,26.2,65.9,12.62
74.3,23.5,50.1,12.75
51.9,25.3,63.8,13.85
19.3,24.2,67.7,11.02
35.4,22.7,65.2,11.55
52.2,24.7,66.3,8.06
44.5,26.3,71.3,9.09
26.8,24.1,59.8,11.5
70.7,20.7,70.2,6.76
44.0,22.6,61.6,7.53
58.8,23.2,58.7,7.53
58.1,22.3,51.2,12.06
45.5,24.9,64.5,9.06
44.1,27.1,71.7,8.5
45.0,22.6,66.6,11.37
28.3,24.4,65.2,10.61
66.7,23.1,59.1,7.51
41.7,25.8,76.0,10.73
46.4,23.9,69.2,8.09
46.1,25.0,74.2,14.25
62.8,27.9,76.7,8.79
79.5,24.0,69.9,10.5
72.9,22.7,63.0,11.49
29.4,26.1,68.1,13.74
30.5,27.5,67.7,12.14
37.6,24.9,69.9,10.43
55.9,24.7,60.9,13.22
31.1,23.9,65.9,12.14
59.7,23.3,69.2,6.38
53.9,22.5,60.9,10.39
39.5,24.8,56.2,18.95
7.5,24.5,64.5,13.98
49.8,25.6,70.2,11.49
43.5,23.9,70.2,10.61
66.6,25.9,67.0,7.52
38.5,25.6,77.8,10.43
45.7,24.8,62.3,8.49
37.0,26.8,53.7,14.71
37.2,26.6,65.6,11.95
40.4,26.4,77.1,8.84
37.4,24.5,61.2,14.06
47.8,26.5,69.5,10.68
29.0,26.2,66.6,9.72
50.7,24.9,62.3,9.37
33.4,23.7,56.9,12.5
41.6,24.7,55.8,15.61
37.8,27.0,71.7,12.05
36.1,25.0,70.2,8.09
50.4,18.5,58.4,9.23
41.5,23.7,65.2,10.28
57.2,25.5,68.1,6.97
50.7,25.3,61.6,9.59
65.5,23.9,54.4,9.92
33.7,24.0,62.7,8.31
50.4,27.0,57.6,12.12
57.2,21.9,59.1,9.23
48.5,25.1,75.3,8.89
65.2,25.6,67.0,6.7
41.6,26.4,78.9,9.11
47.1,21.1,63.4,10.62
63.9,23.5,60.2,14.81
59.8,24.4,71.0,8.9
56.3,25.8,59.1,15.72
33.8,21.3,54.8,18.42
38.4,24.5,71.7,10.9
31.5,25.9,63.4,13.34
47.5,21.5,55.5,13.69
29.0,26.3,71.0,12.89
63.5,21.9,60.9,10.78
43.2,24.3,55.5,13.8
40.1,22.0,53.7,15.69
52.7,23.0,53.7,16.37
43.9,22.1,63.4,11.54
54.0,26.0,62.7,10.79
39.8,25.7,67.0,8.94
43.7,28.0,57.6,9.76
67.3,21.3,61.6,10.31
51.0,21.8,67.7,5.35
36.3,24.4,68.1,13.7
22.9,23.3,57.3,13.7
60.7,27.0,58.7,15.42
26.5,24.9,75.6,8.08
33.9,22.6,59.1,14.39
57.3,26.5,72.4,9.89
44.6,22.7,64.5,10.05
55.0,26.5,62.3,14.78
56.7,26.6,75.6,4.9
65.5,27.0,62.3,8.88
50.7,23.4,69.9,6.46
55.2,24.4,60.9,13.88
76.3,23.9,65.6,7.42
64.6,20.6,68.1,7.94
44.2,25.3,67.4,8.92
38.3,24.8,58.0,12.97
52.7,23.4,63.8,7.95
50.7,20.8,64.8,8.82
48.9,29.0,74.2,9.85
42.2,23.6,53.0,13.19
56.8,25.5,72.8,6.6
56.1,25.8,75.6,4.45
44.2,26.6,55.1,13.84
46.2,24.6,70.6,11.83
67.8,24.8,66.3,11.46
43.8,23.9,56.9,13.31
53.2,21.1,56.9,15.22
38.8,23.4,60.2,9.25
41.7,24.8,59.4,15.0
46.5,21.2,56.6,12.29
59.3,21.7,56.2,15.13
28.2,21.9,58.7,12.14
48.7,24.3,67.0,13.96
65.6,24.3,69.9,7.35
19.4,28.0,60.5,19.18
41.0,23.6,55.1,14.08
52.4,22.8,62.7,10.11
36.5,25.0,65.6,6.96
52.5,22.1,52.6,11.1
29.8,25.6,59.4,11.15
60.8,25.4,65.9,7.87
57.1,24.4,64.5,7.81
30.6,29.3,76.4,6.88
30.1,27.0,74.2,10.75
47.2,22.7,54.4,17.19
44.3,22.1,55.5,14.8
34.8,20.1,53.3,12.25
47.1,24.7,63.0,9.85
66.8,26.5,66.3,6.16
36.3,22.7,69.9,8.34
64.0,22.9,70.6,7.55
35.1,25.9,66.6,11.28
40.2,27.0,68.1,11.31
27.0,24.2,64.1,14.93
58.7,21.6,67.4,8.6
58.2,25.2,73.5,2.72
42.7,25.6,67.4,8.17
28.8,28.4,74.2,11.2
59.7,24.9,56.6,12.21
29.8,22.1,67.4,8.92
52.7,23.4,62.3,9.63
66.6,22.3,56.6,9.2
78.5,27.7,65.6,8.98
56.3,24.7,62.7,8.87
89.9,22.1,65.9,9.32
64.1,22.2,71.3,10.36
63.8,24.4,55.8,12.62
48.4,22.4,61.2,13.72
52.1,26.0,61.6,7.97
52.9,23.9,58.7,12.29
21.6,21.4,56.6,16.62
53.1,26.0,59.4,11.38
38.8,23.3,55.8,15.83
34.7,25.5,69.9,5.46
60.4,25.0,61.6,9.96
59.5,27.0,67.4,5.86
52.3,23.4,53.0,11.25
54.9,22.6,73.5,4.69
64.2,23.9,49.0,11.71
42.9,24.6,64.8,13.19
38.2,26.2,70.6,8.38
37.3,23.7,58.0,16.97
33.7,23.1,65.9,10.36
53.2,22.5,56.2,11.94
74.4,20.8,65.6,6.8
49.6,24.7,72.4,12.77
44.7,26.1,58.7,15.41
42.2,25.0,67.7,9.66
43.7,22.7,71.3,9.27
49.9,23.5,65.9,8.45
47.0,26.9,75.6,9.85
61.4,25.6,64.5,3.89
34.6,21.9,51.2,13.64
43.9,21.2,56.9,10.75
44.0,25.9,68.4,3.46
60.4,26.6,74.6,9.74
36.3,27.2,67.7,9.95
52.1,26.0,61.6,7.97
35.6,24.8,68.4,11.99
47.7,22.6,66.6,3.07
71.9,27.8,63.4,8.8
45.7,22.4,63.0,13.58
27.8,22.7,51.9,19.31
52.2,21.2,53.7,14.94
62.7,25.8,56.9,12.04
51.0,25.5,66.3,8.13
45.5,22.2,57.6,15.5
51.1,24.9,78.2,11.59
10.2,24.0,51.9,17.32
32.1,19.1,58.4,12.72
48.9,26.3,61.2,14.47
52.9,20.1,57.3,12.68
64.7,22.0,61.6,9.98
60.7,22.4,59.4,11.03
60.7,23.0,61.2,12.87
30.3,23.2,60.9,18.57
39.0,25.8,71.0,9.94
18.9,21.6,59.4,12.56
35.0,21.4,50.1,15.02
46.7,22.3,69.5,9.58
58.3,23.5,54.0,15.64
78.6,23.1,61.6,13.27
56.1,21.9,61.2,10.82
75.8,26.0,57.6,13.08
62.5,27.8,80.3,9.71
42.1,24.6,68.8,7.71
40.8,22.7,60.9,14.94
58.9,22.3,60.5,13.76
69.3,26.7,61.2,11.83
26.9,23.6,57.3,17.16
44.2,24.6,55.5,13.52
61.6,22.4,58.7,12.01
44.3,25.3,58.0,14.96
57.9,22.5,65.6,11.76
44.7,26.2,52.6,14.53
63.5,23.0,64.1,11.03
33.4,22.5,59.8,11.82
34.0,22.4,59.8,11.61
59.3,22.8,52.6,11.53
19.7,25.4,63.0,13.02
38.6,19.2,46.1,13.09
25.3,24.2,73.5,8.46
60.0,24.0,62.3,13.69
42.0,25.1,66.6,9.01
27.8,23.2,63.0,15.26
52.9,24.1,53.7,11.93
36.7,27.6,64.5,7.42
50.8,23.6,60.5,9.97
28.9,23.8,50.4,15.91
39.7,29.3,65.2,11.08
48.4,24.6,49.0,16.69
68.9,25.4,57.6,11.51
6.0,24.4,61.6,11.58
23.8,23.0,56.6,16.23
51.1,23.1,70.6,9.36
61.5,20.8,54.8,13.6
55.1,24.0,63.8,14.51
58.7,22.7,63.0,5.92
56.1,23.8,63.0,9.75
70.6,22.0,63.0,13.1
31.4,21.7,62.0,10.03
55.2,23.5,74.6,10.48
37.6,27.2,60.5,10.92
41.6,21.8,63.0,10.74
51.3,23.9,53.0,15.33
47.8,22.8,55.5,14.56
32.8,26.2,67.0,7.06
65.2,21.2,63.8,10.72
44.4,23.6,46.8,12.68
37.3,21.7,56.9,12.82
56.0,19.0,64.1,8.45
19.7,24.2,60.2,10.77
63.0,25.0,61.2,14.31
60.9,26.4,54.4,16.1
50.9,23.6,70.6,12.47
59.0,21.2,61.2,11.48
71.0,22.2,65.6,12.94
38.7,25.1,73.8,10.44
57.4,24.2,64.1,9.13
55.6,26.9,65.6,7.4
25.3,21.6,65.9,13.49
48.0,22.9,69.5,7.08
68.4,25.6,57.3,12.87
30.4,21.8,58.0,16.78
60.7,25.6,73.5,6.74
54.7,26.3,64.1,10.54
44.1,23.9,62.3,6.51
54.0,20.6,53.3,15.63
45.9,19.1,44.0,9.53
50.0,23.3,60.9,10.36
39.8,20.9,64.1,13.23
52.5,21.5,58.0,14.54
55.4,21.2,59.1,8.53
56.7,23.6,55.1,12.2
25.9,22.0,57.3,16.04
26.4,24.7,50.8,17.71
31.2,25.6,58.7,13.46
43.1,22.2,66.3,7.53
40.8,25.7,65.2,13.85
60.5,24.9,61.6,10.96
37.2,24.9,65.6,9.65
35.5,19.8,46.5,13.91
43.4,23.9,60.5,14.37
38.7,26.8,66.6,8.66
52.5,21.6,64.8,10.5
48.5,23.3,61.2,9.95
39.2,20.8,58.4,17.1
41.9,21.8,50.8,15.05
29.4,24.8,74.2,9.69
79.1,23.1,63.4,11.14
58.7,25.0,56.6,11.36
48.6,26.1,70.2,9.69
55.9,24.7,60.9,13.22
47.1,22.0,62.7,12.31
69.8,20.9,49.7,8.31
53.1,26.4,62.0,12.52
52.0,22.2,62.0,14.48
54.5,26.8,69.2,5.87
24.4,22.7,61.6,13.72
69.5,23.4,69.5,11.02
64.5,23.8,68.4,9.79
40.3,24.9,56.9,11.48
42.8,24.8,61.2,11.65
48.5,22.1,63.8,12.25
25.5,21.5,43.2,12.88
24.9,23.8,56.2,14.28
36.8,26.9,67.4,11.75
71.6,23.4,54.0,10.21
64.5,21.9,61.6,9.0
41.9,27.5,64.8,11.08
65.9,25.3,58.7,13.37
34.8,22.0,49.0,12.31
44.5,24.8,65.2,11.21
44.2,22.3,54.8,14.44
75.3,24.6,67.0,12.49
32.9,22.2,56.6,14.22
54.1,23.4,70.6,10.05
47.2,25.6,50.8,12.87
38.6,22.0,51.5,9.38
67.4,22.5,53.7,11.17
57.5,24.8,60.9,15.85
42.1,21.8,68.1,11.33
49.0,21.9,51.2,14.22
29.4,25.6,54.0,19.38
32.9,23.7,55.5,13.16
34.3,21.6,66.3,10.06
59.5,23.7,55.8,14.16
