shading_percent,temperature_c,soil_moisture,yield_kg
33.9,23.2,67.4,14.56
47.2,28.2,80.3,18.29
46.5,23.5,57.6,15.21
43.4,24.9,68.1,11.61
43.4,26.5,70.2,13.85
16.4,25.3,69.2,19.11
9.2,25.6,67.7,19.02
40.4,24.9,56.6,19.94
25.7,22.5,67.7,15.02
64.1,25.0,55.5,14.01
51.1,26.3,66.6,15.46
53.4,24.7,69.2,11.39
33.6,25.8,53.0,25.59
48.4,26.5,58.0,21.18
41.8,27.4,58.4,20.39
45.7,24.6,64.1,14.26
39.2,25.7,58.0,21.79
41.4,24.5,60.5,14.87
22.3,23.1,65.9,17.07
37.5,23.6,71.0,10.8
49.4,23.4,67.7,9.73
49.9,26.3,64.1,16.35
43.8,21.9,60.9,18.71
53.6,22.2,63.4,14.36
58.3,25.3,63.4,14.3
75.7,23.3,57.6,18.2
23.2,24.7,64.1,19.68
67.4,26.4,59.4,18.65
52.4,22.1,52.6,23.08
42.7,24.6,72.0,15.66
23.7,26.3,59.8,18.24
27.8,24.5,68.1,13.26
45.9,23.3,62.3,17.13
23.4,27.2,64.5,16.76
35.4,23.8,71.7,8.82
40.1,25.9,65.6,14.12
29.9,25.5,63.0,21.54
63.2,24.7,59.1,18.07
57.0,26.7,74.2,12.88
42.5,25.6,58.0,21.96
37.4,23.0,62.3,18.25
57.1,24.4,55.8,18.38
53.5,25.3,55.8,20.75
37.4,26.1,58.0,17.78
25.2,22.5,67.7,15.2
46.0,26.9,62.7,19.71
48.3,26.9,73.8,11.86
31.6,26.3,56.9,25.72
37.8,26.3,58.7,22.66
55.3,24.8,62.7,14.25
30.7,24.0,60.2,17.48
64.1,26.8,69.5,9.34
67.9,26.0,60.2,17.72
32.3,24.8,69.2,15.93
44.3,25.4,55.1,19.09
57.3,26.8,63.4,15.52
46.1,25.8,70.2,14.76
53.0,25.2,65.6,12.52
67.0,26.6,69.2,12.05
47.8,23.6,64.8,18.11
65.4,28.0,71.0,7.19
41.3,26.8,67.0,15.12
19.8,24.2,56.2,23.02
42.9,25.2,62.3,13.4
21.5,24.9,60.2,20.55
29.7,28.6,76.0,14.51
31.8,28.1,76.4,13.98
60.9,24.3,65.2,15.01
66.3,29.1,64.1,11.79
71.2,24.1,63.4,12.72
42.2,25.5,63.8,17.54
46.2,26.2,64.1,18.93
44.0,20.1,62.7,11.7
65.7,24.9,73.8,13.76
70.1,27.0,68.8,14.3
70.3,25.9,70.6,12.78
64.4,23.1,64.5,13.82
34.8,26.6,74.2,16.72
36.9,23.6,58.4,19.84
38.9,25.1,59.8,16.86
53.6,25.4,62.7,21.27
57.5,23.3,63.0,17.09
34.5,23.6,63.0,18.8
60.7,20.1,67.4,8.52
36.2,28.4,72.0,12.5
40.7,28.1,71.0,13.72
78.1,24.5,69.9,9.79
51.1,26.0,68.4,12.21
38.0,24.9,59.8,19.07
59.3,23.3,65.2,14.68
64.4,24.5,58.0,17.94
37.1,23.7,51.2,22.69
59.0,25.0,64.1,11.72
42.2,26.4,77.8,15.42
31.6,21.8,68.1,13.88
51.1,27.9,68.8,14.41
63.6,26.3,62.3,14.05
33.3,27.3,60.9,20.09
21.7,19.5,54.4,21.56
39.6,24.3,59.8,24.25
35.5,28.0,68.4,17.9
41.8,23.3,65.2,15.81
25.3,22.1,65.2,19.36
34.9,19.1,52.6,20.74
31.7,22.7,53.3,16.29
55.9,22.0,63.0,14.73
33.9,21.9,61.6,21.15
24.3,26.4,61.6,19.27
55.5,22.9,64.1,15.16
46.5,23.2,61.6,15.75
59.9,26.9,72.4,8.27
61.0,24.3,68.8,11.21
57.1,28.0,73.1,11.11
39.0,26.3,60.2,18.98
50.3,24.3,54.4,24.78
54.6,23.4,76.0,9.1
55.6,25.8,59.4,20.81
26.0,23.0,68.8,10.9
24.5,24.5,60.5,17.05
19.9,28.0,63.8,18.14
42.1,25.4,57.6,22.26
39.4,27.2,69.9,16.41
36.4,25.6,69.9,15.87
23.9,27.4,71.7,16.42
22.6,28.1,75.6,13.93
34.6,27.5,73.5,14.46
43.0,23.6,56.9,19.94
49.3,26.4,65.2,13.18
20.2,25.5,67.4,18.45
47.1,27.9,59.8,14.29
44.0,27.0,61.2,16.63
59.7,25.5,57.6,22.99
55.2,29.2,56.2,22.4
58.4,25.8,64.8,13.89
42.7,23.4,57.3,16.06
43.9,26.2,62.0,17.25
47.0,26.6,53.7,21.32
48.3,25.9,60.5,17.03
56.7,26.3,62.3,14.1
63.6,30.3,77.1,12.68
59.5,26.2,58.7,19.59
27.7,25.8,74.2,15.95
44.6,23.6,55.8,24.2
81.5,23.4,63.0,15.37
67.5,24.9,51.9,20.49
33.6,26.1,80.7,16.97
66.5,26.9,62.3,13.94
41.9,23.1,57.6,20.41
58.2,25.2,58.4,18.91
30.7,25.3,65.2,16.59
53.3,24.7,60.9,18.31
43.8,26.6,61.2,14.37
51.0,21.3,68.8,11.7
27.3,30.3,65.2,13.11
48.9,25.1,60.5,22.1
66.9,20.1,64.5,7.61
42.3,27.5,56.9,25.71
66.2,28.4,66.6,15.28
39.4,22.9,63.0,17.59
32.0,21.2,55.5,24.97
48.7,22.9,61.6,12.16
65.0,26.9,71.7,12.81
30.3,24.1,66.3,16.56
34.7,23.5,49.7,18.95
30.2,28.9,72.4,14.15
26.7,24.5,58.0,24.25
24.2,25.6,56.2,26.78
41.5,23.9,64.5,15.79
59.8,28.6,72.0,11.79
50.4,22.2,65.9,15.51
44.2,22.1,59.1,20.1
43.1,22.9,59.8,19.47
26.6,24.5,58.4,22.69
45.3,24.4,58.7,19.61
53.1,24.6,68.4,11.87
69.1,32.0,70.2,9.78
43.2,23.5,56.6,26.59
68.7,24.0,67.0,11.49
40.7,24.9,63.8,15.8
51.9,24.3,57.6,22.31
45.4,21.8,55.1,21.33
55.6,26.6,60.2,14.27
64.0,25.4,64.5,16.76
35.2,26.3,73.1,13.84
65.2,28.6,67.7,8.74
46.5,25.7,56.9,20.39
23.0,27.1,65.2,17.56
66.2,26.3,74.6,9.71
59.6,24.6,66.6,11.21
22.3,25.4,75.3,11.39
51.0,20.2,58.0,17.91
38.3,25.9,60.5,18.43
69.1,22.6,67.7,15.05
22.7,27.8,71.3,12.01
56.5,22.8,66.6,15.55
44.9,24.6,55.5,21.6
29.7,26.6,63.8,15.43
59.7,25.4,69.9,16.65
67.9,23.8,66.6,13.02
47.6,25.2,67.7,17.84
53.1,28.0,69.2,14.85
58.4,25.3,65.9,16.81
39.7,25.3,65.6,15.36
57.2,26.2,69.5,12.92
56.6,25.7,56.9,21.36
35.5,30.9,64.8,13.93
58.7,25.9,61.2,15.14
45.3,24.6,59.4,25.72
38.8,25.4,66.6,13.38
64.9,24.6,58.4,17.83
48.6,25.0,63.8,14.24
15.3,24.6,59.8,24.56
50.1,25.8,69.5,15.04
63.0,25.4,65.9,13.11
61.2,24.4,60.9,16.89
38.7,23.8,58.0,19.6
58.7,22.8,51.2,20.53
53.1,25.8,63.8,12.44
45.2,19.4,52.6,20.86
58.3,22.5,47.2,21.56
24.7,22.7,59.4,23.59
51.0,22.7,52.2,18.44
18.2,19.7,49.4,18.87
21.8,21.5,54.4,24.5
42.7,25.9,77.8,12.07
64.1,23.4,73.5,13.43
60.1,25.2,53.7,18.55
35.2,25.3,63.8,19.4
34.8,26.7,76.0,17.43
54.6,26.9,57.3,22.82
59.2,25.9,58.0,19.89
37.5,24.2,65.2,18.07
50.8,22.3,61.6,18.04
55.8,25.3,54.4,19.39
31.2,26.8,75.3,16.13
58.9,25.5,60.9,18.97
42.9,21.2,64.8,17.91
45.9,24.6,68.4,11.44
52.3,26.1,59.8,16.86
34.0,24.6,74.6,13.16
14.8,25.5,70.2,19.42
46.2,24.7,59.1,20.49
39.6,28.7,76.4,13.66
61.8,24.4,55.1,23.76
62.1,26.8,59.4,17.37
40.2,25.7,64.8,17.24
66.3,25.5,52.2,19.99
42.6,24.6,65.9,15.52
58.8,28.9,60.2,15.41
51.4,20.1,61.2,11.23
39.1,22.8,68.8,13.22
42.9,26.4,73.5,13.56
39.7,25.7,64.1,13.9
37.8,26.0,72.8,12.88
68.0,27.4,62.7,16.6
60.3,26.8,65.9,13.8
31.1,22.7,66.3,13.14
35.8,25.7,54.0,21.88
53.1,25.9,65.2,13.62
45.2,24.4,50.4,16.62
40.7,25.2,60.5,15.72
26.2,23.7,56.2,22.13
68.4,22.5,59.8,15.5
44.0,23.9,72.8,12.15
63.5,23.0,59.1,17.7
55.3,26.9,71.7,12.69
21.5,24.2,72.8,22.15
36.3,24.4,56.6,24.61
28.7,26.2,66.3,15.39
45.4,24.8,65.6,16.95
38.5,26.8,59.8,18.38
53.0,28.1,53.3,20.53
39.2,25.4,68.8,16.57
58.0,25.3,73.8,12.14
62.0,26.4,62.3,14.6
28.2,25.4,57.3,23.65
64.8,21.3,52.2,17.97
44.4,25.7,62.3,19.88
60.8,29.0,62.3,16.25
42.6,23.1,60.2,19.99
34.2,25.5,56.9,22.11
82.2,29.0,78.9,10.04
38.4,26.2,61.6,16.93
50.2,26.7,57.6,22.25
37.6,23.6,73.1,13.52
47.2,27.7,74.6,13.02
35.0,26.0,63.4,17.77
47.0,24.4,66.3,13.72
35.3,21.1,60.2,16.78
58.5,24.1,54.8,20.51
43.4,24.0,66.3,12.31
50.8,25.2,63.0,15.59
74.6,26.0,60.9,14.34
60.5,25.2,67.4,18.87
30.2,20.6,63.8,15.48
50.3,27.3,55.1,21.29
67.2,28.7,61.6,16.5
55.2,22.2,58.4,14.62
24.7,26.3,46.5,21.9
55.3,23.7,65.9,11.93
51.7,22.7,62.7,14.61
56.6,25.7,63.4,11.95
56.1,22.9,58.7,16.79
42.5,23.9,66.3,15.42
32.1,24.8,70.6,17.56
56.7,24.6,59.4,21.63
44.1,22.7,58.0,21.72
60.0,24.4,71.0,14.09
25.6,25.4,68.1,14.96
41.9,25.5,74.9,17.75
48.0,27.1,59.8,19.73
47.7,26.9,64.8,18.9
41.3,26.4,71.0,11.34
43.0,26.1,53.7,19.62
53.1,27.5,64.5,15.21
35.0,24.4,66.6,18.2
57.4,26.0,68.1,15.76
73.6,22.4,54.0,16.53
57.6,22.2,53.7,19.51
58.5,25.3,68.4,12.58
29.3,24.5,58.4,20.73
55.3,24.5,62.0,15.58
64.7,23.2,55.1,17.24
58.8,24.0,58.4,19.39
68.7,26.8,71.0,14.44
57.1,25.2,70.6,10.77
47.4,24.9,75.3,14.22
65.9,22.6,59.8,13.64
21.1,25.4,58.0,23.28
34.8,26.5,54.8,21.11
37.9,26.4,63.8,17.11
23.7,24.8,59.4,23.96
37.3,24.9,75.3,16.11
20.7,24.2,62.0,22.3
43.4,22.6,60.9,17.09
25.4,25.7,64.8,15.41
56.6,22.4,62.7,16.01
74.1,23.8,68.4,14.14
55.5,26.2,63.8,14.75
60.8,27.9,68.8,13.48
64.6,23.4,44.7,17.29
62.7,27.4,59.8,17.23
65.9,25.6,59.8,15.71
54.6,24.8,69.5,10.8
39.3,26.7,63.4,11.32
55.6,26.7,59.4,16.69
26.9,25.7,65.6,16.1
52.9,24.5,66.6,17.38
37.0,28.4,60.9,20.66
42.9,26.8,60.5,20.37
42.4,23.9,57.6,22.36
55.6,27.7,76.4,12.92
27.4,26.6,62.3,19.88
34.6,25.0,58.4,23.93
35.3,25.4,63.8,19.77
65.6,26.4,65.6,10.96
31.8,22.6,61.6,20.08
72.5,22.9,67.4,13.85
28.0,24.4,57.3,21.81
54.4,25.2,58.0,22.69
36.7,22.9,75.3,11.09
69.2,27.0,71.0,14.36
45.0,24.0,70.6,13.65
64.1,22.5,55.1,20.83
41.4,25.2,72.8,16.24
75.3,24.1,58.4,16.53
39.4,27.6,73.8,12.04
49.4,26.0,67.7,16.14
40.6,25.8,59.4,20.82
68.2,19.7,58.0,15.51
53.4,23.5,62.7,13.87
42.6,23.4,58.0,19.21
36.9,22.7,72.0,12.19
48.9,22.4,64.1,15.93
44.7,27.4,65.9,15.35
53.4,26.7,61.6,20.97
68.9,22.7,59.4,14.7
55.8,27.2,58.4,15.68
38.6,27.9,79.2,12.99
46.1,24.9,76.4,12.84
85.4,24.1,72.0,8.42
38.5,25.2,56.6,21.36
48.9,25.2,65.2,13.61
33.2,22.8,56.9,22.3
36.5,27.4,70.6,13.63
68.9,24.9,57.6,16.28
49.6,25.3,59.8,20.37
49.1,25.6,58.7,19.35
71.3,26.1,61.6,15.26
37.2,25.4,70.6,13.21
29.2,27.7,58.7,19.85
48.7,24.3,67.0,12.89
34.2,22.2,60.2,20.84
51.7,24.5,72.4,15.48
48.6,22.6,59.4,17.83
47.2,28.2,66.6,16.15
28.0,26.9,66.6,11.39
61.2,25.3,76.4,13.88
30.9,23.5,54.0,21.64
47.4,24.5,70.6,13.6
51.8,26.3,67.4,17.36
65.9,24.7,69.5,11.12
26.6,23.1,60.9,16.9
35.7,23.5,52.6,25.59
45.1,22.5,64.5,20.87
39.9,25.9,49.0,17.46
49.8,25.6,76.7,15.47
38.8,24.1,55.1,20.42
51.6,25.5,56.6,21.94
38.3,28.1,73.1,13.68
44.5,22.3,53.7,22.63
41.0,26.1,65.9,16.41
52.4,25.2,67.7,13.6
64.4,24.5,58.0,17.94
48.7,24.1,64.5,17.85
53.7,24.5,58.4,18.84
54.4,24.6,63.8,15.17
36.8,20.5,67.0,10.54
65.2,21.4,62.3,16.3
52.7,27.2,69.9,10.95
41.2,21.1,73.5,12.35
50.6,24.1,55.8,19.35
58.3,22.2,59.1,16.6
40.4,21.2,67.4,20.71
58.4,23.9,64.8,15.23
28.6,24.1,64.5,20.02
48.4,26.3,71.7,14.83
34.6,23.4,72.0,16.86
56.1,25.9,67.7,16.6
41.1,25.1,65.9,13.58
64.9,24.9,58.7,19.32
46.6,26.0,60.5,19.69
27.7,28.2,69.5,11.71
37.0,25.9,67.7,12.01
55.6,24.1,74.2,14.45
52.2,24.4,66.3,16.0
36.2,23.6,68.1,14.68
43.4,23.5,63.0,14.0
47.2,23.9,59.1,23.48
43.0,28.1,61.6,17.66
54.8,25.8,64.5,12.92
58.1,25.8,73.5,14.64
39.7,25.4,62.7,17.83
30.3,26.0,61.6,21.89
51.1,24.6,64.5,18.22
56.7,28.1,67.7,9.22
62.5,27.1,66.3,15.36
57.9,26.6,80.3,9.45
52.6,20.0,64.8,15.51
27.6,25.5,60.5,18.13
54.3,23.4,49.0,15.43
46.6,24.8,52.6,21.08
70.4,29.7,67.7,13.56
57.8,23.7,72.4,9.65
67.0,25.7,67.4,12.09
60.6,26.0,73.8,15.8
69.7,27.2,60.2,12.51
39.6,26.3,71.0,12.25
43.7,23.9,68.1,16.34
26.4,28.4,66.6,13.11
38.9,25.7,69.5,10.49
60.3,28.5,75.6,10.47
33.8,24.0,60.9,21.39
64.6,24.6,71.0,13.63
55.1,22.4,55.8,14.56
39.1,25.1,61.2,16.88
26.4,23.2,55.8,22.76
67.5,24.6,57.3,17.14
43.2,23.3,53.3,20.09
47.7,27.4,62.0,20.26
57.4,23.5,55.1,16.83
75.9,26.2,54.4,17.81
35.6,23.6,52.6,20.74
63.0,24.6,72.4,12.48
34.5,24.5,63.0,14.15
36.6,25.0,69.9,16.1
60.5,24.4,62.7,13.41
39.7,25.8,58.0,22.47
33.1,29.8,68.8,14.94
58.4,23.6,71.3,14.41
34.3,25.3,56.6,25.74
52.1,29.1,61.2,15.57
59.6,21.7,58.0,16.74
36.9,22.8,62.3,18.22
50.2,27.2,58.0,21.31
40.4,25.7,64.1,19.46
63.0,26.8,61.6,13.78
38.3,23.3,72.0,16.02
15.4,26.0,55.5,22.87
56.2,25.9,63.8,15.85
44.5,24.2,64.5,15.24
39.8,23.7,56.9,20.41
40.2,23.9,54.4,24.0
46.1,25.5,56.6,21.38
55.5,23.5,72.4,12.96
55.9,24.0,72.8,10.32
48.0,27.7,75.6,16.08
34.6,25.0,58.4,17.75
63.7,27.1,59.1,14.34
59.5,24.6,70.6,10.32
60.9,23.9,58.4,19.08
55.5,28.3,59.4,18.2
35.8,27.3,72.8,15.74
30.7,23.5,65.6,12.46
35.4,23.9,72.4,14.39
37.8,24.1,73.8,16.07
24.4,26.3,69.5,14.0
60.1,27.8,55.8,15.36
41.0,24.3,73.1,15.5
32.8,26.9,65.2,15.13
21.7,22.5,69.2,14.74
44.7,22.3,60.2,19.15
40.1,27.3,68.8,12.07
43.1,23.9,70.2,18.1
53.5,24.4,62.0,14.83
38.5,21.6,58.7,23.1
35.2,24.5,51.2,23.55
50.9,22.4,65.2,15.21
40.9,24.1,67.7,16.77
58.6,28.5,60.2,16.11
51.6,26.5,72.4,15.44
44.5,24.7,68.8,19.36
35.7,24.0,62.3,16.69
32.4,27.2,66.3,14.08
57.4,27.4,65.6,12.96
47.9,25.7,69.2,14.76
51.3,24.6,54.8,17.6
42.3,24.2,55.8,20.07
55.1,24.3,68.4,14.68
72.4,26.4,74.9,11.87
43.2,27.3,60.5,19.48
35.2,25.6,68.8,13.25
67.5,21.5,58.4,16.66
44.8,27.4,53.7,19.82
37.8,24.8,52.2,24.2
52.2,26.3,71.0,14.42
38.2,24.8,60.2,22.44
29.5,26.8,64.8,15.19
55.7,25.0,55.8,19.46
66.9,25.7,59.4,19.57
49.0,25.8,63.8,14.72
48.4,27.3,61.2,17.72
57.7,23.1,59.1,17.16
41.0,21.5,55.8,22.61
52.3,22.0,61.6,19.07
39.3,22.8,51.5,17.58
39.2,23.5,60.2,18.86
72.1,25.4,57.3,16.63
29.5,25.1,59.8,19.19
33.6,26.5,68.1,11.53
29.3,28.9,76.4,9.99
55.9,26.3,76.7,13.5
49.7,28.0,73.1,14.2
50.9,24.2,70.2,12.13
45.5,22.4,57.3,25.18
64.7,24.9,59.8,14.06
28.6,26.5,63.0,18.93
55.9,21.9,64.5,13.12
47.0,21.2,61.6,19.18
49.9,22.6,64.1,15.6
36.4,29.7,63.0,15.52
35.3,25.5,65.2,15.27
52.5,24.7,59.1,19.97
30.7,24.5,63.0,21.09
43.2,22.9,61.2,13.1
72.3,21.9,50.1,16.08
60.6,26.2,68.1,14.03
49.0,26.6,76.7,14.21
32.9,23.3,62.0,22.04
45.6,25.3,59.1,16.65
31.6,27.1,58.4,18.57
28.0,24.1,68.1,14.01
35.2,26.3,59.8,18.98
39.9,24.5,60.5,20.96
32.5,25.6,56.2,25.25
39.4,22.7,52.6,21.34
52.3,23.2,58.7,16.72
36.2,28.6,64.1,18.16
55.1,25.2,70.6,18.13
51.7,24.1,78.5,13.49
39.4,25.3,61.2,16.39
46.8,27.7,79.6,17.22
41.8,25.5,63.4,17.27
48.1,26.5,69.9,17.84
49.9,24.2,51.9,21.34
52.2,25.0,76.0,13.43
65.4,26.3,64.1,15.33
44.3,23.8,69.2,12.88
57.3,25.3,72.0,11.85
33.8,24.1,68.8,16.29
56.5,25.8,67.4,12.95
53.8,21.1,60.9,13.07
39.1,23.5,52.2,18.04
60.6,26.1,69.9,14.4
27.2,26.5,53.0,22.1
33.5,19.7,68.1,15.51
48.5,28.5,66.6,12.55
16.4,24.2,57.3,25.61
18.2,26.5,55.8,19.55
48.0,26.0,59.4,17.57
34.6,24.0,62.7,16.12
70.4,26.0,74.2,13.46
64.8,23.8,67.7,13.34
47.1,25.3,61.6,18.08
69.5,24.7,58.4,20.29
49.1,23.4,67.0,13.79
32.1,27.4,59.4,19.85
31.0,25.0,69.5,10.4
57.7,22.1,54.0,22.79
36.2,28.6,67.0,9.99
26.4,26.4,67.7,15.6
60.4,28.2,69.5,6.96
16.4,25.3,69.2,19.11
50.3,25.0,67.4,16.77
42.8,22.8,67.0,16.15
31.6,25.0,75.6,13.2
68.5,28.1,63.4,14.51
66.7,28.3,80.7,11.73
39.7,25.6,64.1,11.28
62.3,22.8,62.0,17.84
48.0,26.1,73.8,11.24
37.7,25.3,56.9,19.06
32.3,24.9,64.5,20.42
46.7,27.3,72.4,12.05
61.3,22.6,63.0,14.57
62.3,24.5,64.1,12.55
25.0,25.7,65.6,15.89
62.6,23.4,64.5,16.54
63.9,26.0,71.3,14.7
64.6,26.6,76.4,8.91
43.8,24.5,60.5,20.48
29.7,26.4,80.0,17.16
60.1,26.0,65.2,13.37
43.8,27.6,73.5,11.24
17.5,25.7,58.4,24.28
39.4,23.4,50.8,15.37
41.0,24.1,61.2,21.35
31.9,24.5,66.6,9.77
40.4,23.1,52.2,22.37
65.8,23.8,58.0,15.79
52.3,23.3,62.7,20.08
61.4,25.8,60.5,19.27
78.0,21.3,66.6,12.72
50.4,23.8,63.4,15.6
45.8,23.0,70.2,12.5
43.5,22.2,59.4,18.65
38.7,24.5,62.0,19.27
67.7,21.7,68.1,14.18
42.0,25.5,76.4,14.53
57.0,22.7,59.4,14.6
27.8,27.2,64.1,14.48
77.9,22.7,62.3,11.69
45.7,23.3,66.6,12.9
35.1,21.8,51.5,22.37
56.3,27.7,74.9,10.83
51.0,25.1,56.9,21.88
33.1,25.1,72.8,13.0
76.2,26.0,58.4,15.45
68.6,24.3,61.2,14.69
67.2,23.1,64.8,12.07
41.1,26.0,68.4,15.2
50.5,28.3,60.9,16.75
42.9,25.2,62.3,13.4
69.0,25.9,59.1,12.68
40.6,24.1,67.7,16.45
21.9,24.8,53.7,21.71
33.4,22.2,60.5,20.4
28.7,24.6,63.8,17.96
27.5,22.8,69.9,17.32
36.7,26.6,58.0,21.8
33.4,25.3,65.9,19.24
25.2,21.3,68.8,14.31
42.7,24.3,58.7,17.95
52.6,22.2,67.7,10.84
38.4,24.5,58.4,21.46
62.5,22.1,59.8,17.19
52.9,24.6,53.7,19.74
34.6,19.0,51.5,17.54
40.3,26.6,79.2,16.55
33.5,24.7,67.4,16.59
69.9,28.4,68.1,11.42
37.4,27.3,65.9,17.98
39.1,26.6,62.7,14.42
67.2,27.2,71.0,11.45
51.0,22.7,57.3,19.31
53.9,21.9,53.7,19.13
44.7,22.0,55.1,17.49
61.7,24.6,56.9,21.39
54.9,25.7,62.7,18.66
54.8,27.4,62.0,17.16
24.1,23.4,59.1,20.5
57.3,25.8,70.2,12.41
59.5,24.9,73.8,14.42
51.3,24.3,65.9,14.4
27.2,23.8,64.5,18.4
61.9,27.1,55.8,20.07
47.8,23.4,67.4,13.03
62.3,23.1,49.0,16.1
65.1,21.6,62.7,16.53
49.5,26.2,58.7,20.05
63.7,26.2,73.1,13.42
22.3,25.6,63.8,17.77
46.1,24.5,60.2,17.58
51.0,27.0,65.9,15.19
67.3,25.9,77.4,9.17
57.8,26.4,80.0,14.58
37.9,26.5,72.8,13.36
53.7,26.7,64.1,15.35
40.2,23.1,59.1,13.61
29.4,27.4,63.4,18.87
40.2,25.1,57.3,22.46
42.4,25.5,58.0,23.05
36.4,25.0,63.0,15.27
47.6,24.0,55.5,21.18
59.1,24.5,66.6,15.43
67.7,26.3,62.0,14.87
20.4,25.6,67.0,17.03
49.7,23.4,61.6,15.53
37.2,27.0,76.0,14.45
33.6,24.5,55.8,27.03
42.7,29.7,60.2,13.51
63.6,24.2,58.4,18.72
41.0,24.5,55.5,19.88
53.6,22.0,63.0,13.95
37.3,24.6,50.4,20.37
44.0,27.1,67.7,19.05
72.6,23.3,65.2,16.74
72.1,22.7,63.0,15.19
37.8,25.2,67.0,16.43
23.6,24.6,51.5,22.87
32.2,25.8,55.1,21.75
36.6,24.1,73.8,15.97
55.1,21.1,61.2,21.83
50.7,27.1,57.3,20.52
37.0,25.4,69.5,13.44
40.3,22.6,59.4,19.06
45.7,23.6,68.4,15.99
54.0,24.4,68.1,10.58
59.7,25.2,61.2,19.26
49.9,25.5,62.3,17.52
48.2,21.5,52.6,20.53
51.9,23.0,64.5,13.41
61.7,28.0,75.6,12.17
54.4,25.9,55.5,20.66
72.6,21.1,53.3,16.23
10.8,23.9,58.4,24.48
41.5,26.8,75.6,9.83
48.8,26.6,72.0,12.19
27.2,24.1,58.0,19.97
56.1,22.0,64.8,14.56
21.0,28.8,58.0,19.35
33.4,24.6,72.4,14.27
45.1,25.7,59.1,20.24
70.4,21.7,63.8,14.06
62.3,23.2,52.2,22.15
28.9,23.9,65.2,19.48
58.6,28.2,57.3,21.2
32.3,22.8,59.8,20.88
37.8,26.3,63.0,17.19
52.3,28.2,67.0,14.89
30.6,25.3,56.6,22.48
36.1,24.6,65.6,18.54
56.4,25.1,75.3,19.33
71.4,22.8,57.6,16.86
46.9,27.5,63.8,12.47
33.0,20.5,60.5,21.85
63.2,25.0,70.6,13.87
61.1,26.5,56.6,19.37
54.5,21.5,59.8,16.48
62.7,26.3,74.6,14.4
47.2,23.9,54.8,28.17
57.4,21.2,62.3,13.64
52.9,24.6,67.4,12.29
59.6,25.7,67.4,15.44
48.0,26.0,69.9,13.91
26.1,25.0,69.2,15.38
50.1,23.8,63.8,14.05
35.4,22.3,64.8,19.41
55.3,25.1,70.2,13.71
28.5,27.6,73.1,17.42
52.0,24.6,56.6,18.89
64.1,25.5,58.0,19.67
41.9,28.9,80.0,13.81
26.8,25.6,60.9,21.69
47.0,22.9,56.6,24.64
51.5,23.6,53.3,23.63
44.6,21.8,68.8,9.25
80.2,21.2,67.7,9.49
64.9,23.6,63.8,15.96
50.1,25.7,67.0,17.82
36.5,27.9,78.2,15.46
26.4,27.2,72.4,14.5
58.2,29.0,65.2,14.93
56.9,24.9,58.0,18.59
63.1,24.1,68.4,8.99
33.1,23.6,55.8,18.25
40.2,28.4,72.8,13.55
33.1,27.1,64.8,16.96
43.0,23.3,63.0,16.49
55.7,23.9,59.4,22.64
47.8,28.3,72.8,10.5
57.8,27.7,73.1,11.75
34.5,25.6,65.9,17.76
54.8,25.5,68.8,16.26
10.0,24.8,74.6,15.37
60.4,25.2,64.8,15.49
68.1,23.9,61.6,12.02
49.9,22.7,60.9,22.43
60.6,24.5,54.0,17.47
62.7,23.2,56.2,14.62
53.9,25.5,59.8,15.31
30.1,23.2,61.6,19.67
54.1,25.1,64.1,15.65
40.9,22.9,54.8,19.3
65.2,24.8,56.9,17.42
59.1,28.0,65.9,14.96
49.8,23.0,64.8,16.53
44.9,24.8,74.2,15.9
57.2,24.0,62.7,15.83
36.6,22.4,68.4,13.92
20.6,26.5,67.0,14.7
30.7,23.5,65.6,12.46
32.1,27.5,50.1,21.88
29.4,24.3,63.4,19.84
29.6,23.1,60.9,24.0
64.9,26.5,66.6,12.97
55.9,23.4,53.3,21.98
44.8,25.4,71.7,15.39
26.7,23.2,53.7,23.46
50.4,27.3,62.7,16.85
60.3,27.3,67.7,13.82
61.2,21.9,56.6,20.81
44.2,27.7,72.4,12.51
58.7,27.3,66.6,13.22
48.1,25.1,69.5,13.72
28.2,24.8,68.8,14.97
25.8,22.5,69.2,13.53
24.8,23.7,65.9,16.79
39.3,23.0,62.3,20.28
44.3,27.1,59.1,18.8
50.9,27.2,63.8,16.03
54.7,28.3,56.6,19.57
41.2,21.1,73.5,12.35
25.2,27.9,82.5,15.43
29.8,22.9,65.2,19.63
65.6,25.8,56.2,18.44
37.0,25.2,62.7,17.43
29.9,25.2,58.0,25.04
30.5,23.8,56.6,23.55
38.0,23.0,67.0,14.82
16.1,27.7,59.1,21.31
29.7,24.4,59.8,18.78
43.7,23.5,53.3,24.2
33.1,24.9,56.9,22.79
51.5,21.8,62.0,17.14
44.5,25.0,71.0,15.08
73.7,25.2,70.6,10.13
43.5,22.2,67.7,11.57
62.0,21.0,59.1,17.1
46.5,28.6,55.8,23.29
14.3,27.0,69.9,15.72
30.4,25.0,52.2,24.26
48.7,26.2,67.7,15.98
60.7,21.2,58.4,14.01
68.7,25.5,58.0,16.33
65.2,29.0,63.4,17.02
37.7,22.1,65.9,19.7
36.5,22.8,53.7,23.54
39.2,29.8,66.6,15.68
32.5,24.5,60.5,19.53
43.9,21.3,67.0,10.65
42.2,27.4,62.0,15.71
64.9,24.9,67.4,14.93
